Year,DOY,SolarRadiation,MaxTemp,MaxTemp,RH,WindSpeed,ETo,ETc,Stage,CWR
2022,29,14.67,5.65,20.55,64.06,0.49,2.822,1.411,1,0.392
2022,30,12.18,7.07,20.37,68.25,0.31,2.365,1.182,1,0.328
2022,31,14.53,8.44,21.14,67.56,0.31,2.872,1.436,1,0.399
2022,32,9.81,8.54,18.33,78.88,0.09,1.853,0.926,1,0.257
2022,33,10.53,8.06,19.67,79.62,0.15,2.005,1.002,1,0.278
2022,34,7.88,9.12,21.95,70.81,0.26,1.626,0.813,1,0.226
2022,35,10.94,9.29,22.83,73.56,0.2,2.208,1.104,1,0.307
2022,36,11.21,9.33,20.61,83.31,0.08,2.178,1.089,1,0.302
2022,37,18.05,7.73,19.97,69.75,0.2,3.434,1.717,1,0.477
2022,38,17.86,8.04,20.62,61.62,0.37,3.505,1.752,1,0.487
2022,39,17.05,7.25,20.22,73.06,0.31,3.222,1.611,1,0.448
2022,40,16.93,7.77,20.49,70.62,0.38,3.251,1.626,1,0.452
2022,41,10.91,7.71,22.61,71.25,0.25,2.171,1.086,1,0.302
2022,42,15.24,10.98,22.06,75.69,0.2,3.072,1.536,1,0.427
2022,43,13.74,9.51,20.65,71.81,0.29,2.72,1.36,1,0.378
2022,44,20.86,6.4,22.86,63.12,0.4,4.049,2.025,1,0.562
2022,45,21.38,8.37,25.87,51.75,0.44,4.498,2.249,1,0.625
2022,46,20.59,11.33,26.34,44.81,0.48,4.617,2.308,1,0.641
2022,47,20.97,7.73,23.98,56.75,0.42,4.25,2.125,1,0.59
2022,48,20.33,8.83,24.06,59.69,0.39,4.159,2.08,1,0.578
2022,49,20.09,8.3,24.58,59.44,0.38,4.106,2.053,1,0.57
2022,50,19.03,8.91,24.5,60.12,0.38,3.925,1.962,1,0.545
2022,51,18.67,7.63,24.11,62.81,0.1,3.717,1.858,1,0.516
2022,52,13.22,10.2,19.87,73.19,0.24,2.61,1.305,1,0.362
2022,53,18.61,9.55,22.7,70.25,0.34,3.725,1.862,1,0.517
2022,54,9.34,9.02,24.65,62.19,0.35,2.033,1.016,1,0.282
2022,55,16.14,10.8,24.8,65.06,0.32,3.402,1.701,1,0.472
2022,56,13.81,12.45,22.44,81,0.36,2.825,1.412,1,0.392
2022,57,17.36,11.23,26.29,71.12,0.3,3.663,1.832,1,0.509
2022,58,18.3,10.99,25.88,68.38,0.23,3.841,1.92,1,0.533
2022,59,13.34,13.93,26.51,67.88,0.09,2.9,0.87,2,0.242
2022,60,18.06,12.68,26.92,67.62,0.3,3.912,1.174,2,0.326
2022,61,21.27,13.02,27.37,59.38,0.3,4.669,1.401,2,0.389
2022,62,21.79,13.07,28.29,55.5,0.42,4.89,1.467,2,0.408
2022,63,21.48,12.09,28.48,56.56,0.43,4.774,1.432,2,0.398
2022,64,20.84,11.28,28.33,55.62,0.35,4.577,1.373,2,0.381
2022,65,21.83,12.85,30.13,53.5,0.44,4.986,1.496,2,0.416
2022,66,22.55,13.72,32.13,51.94,0.48,5.297,1.589,2,0.441
2022,67,21.66,16.74,32.83,45.69,0.52,5.394,1.618,2,0.449
2022,68,21.98,16.5,31.74,50.19,0.4,5.279,1.584,2,0.44
2022,69,22.1,15.26,32.02,48.62,0.4,5.271,1.581,2,0.439
2022,70,21.5,16.41,32.14,46.38,0.38,5.209,1.563,2,0.434
2022,71,20.34,15.12,31.68,45.38,0.37,4.88,1.464,2,0.407
2022,72,21.27,16.94,32.7,44.12,0.47,5.296,1.589,2,0.441
2022,73,21.65,18.29,33.4,44.12,0.46,5.463,1.639,2,0.455
2022,74,20.23,18.84,33.29,48.31,0.37,5.044,1.513,2,0.42
2022,75,21.23,17.82,32.65,49.44,0.37,5.194,1.558,2,0.433
2022,76,21.67,15.88,32.77,46.31,0.38,5.245,1.574,2,0.437
2022,77,21.52,16.63,33.87,50.94,0.37,5.231,1.569,2,0.436
2022,78,20.38,18.01,34.45,55.94,0.38,5.007,1.502,2,0.417
2022,79,20.81,17.76,34.37,54.62,0.13,4.963,1.489,2,0.414
2022,80,21.14,17.18,34.3,52.25,0.2,5.068,1.52,2,0.422
2022,81,19.57,17.59,34.08,51.88,0.18,4.704,1.411,2,0.392
2022,82,19.51,19.63,33.19,53.5,0.33,4.831,1.449,2,0.402
2022,83,14.27,18.34,31.96,58.38,0.18,3.425,1.027,2,0.285
2022,84,15.65,18.54,30.96,65.88,0.16,3.678,1.103,2,0.306
2022,85,7.67,20.05,31.79,66.12,0.16,1.896,0.569,2,0.158
2022,86,20.5,18.19,32.01,64.88,0.2,4.819,1.446,2,0.402
2022,87,10.73,17.57,31.5,59.88,0.3,2.662,0.799,2,0.222
2022,88,8.66,17.12,31.12,62.19,0.24,2.129,0.639,2,0.178
2022,89,7.76,18.23,31.86,64.06,0.26,1.957,0.587,2,0.163
2022,90,8.07,18.33,32.4,68.62,0.18,1.965,0.59,2,0.164
2022,91,8.4,19.58,33.01,67.06,0.2,2.089,0.627,2,0.174
2022,92,10.55,20.51,33.9,66.25,0.18,2.613,0.784,2,0.218
2022,93,11.36,20.18,32.19,68.06,0.08,2.711,0.813,2,0.226
2022,94,5.95,19.54,31.09,71.12,0.16,1.465,0.44,2,0.122
2022,95,16.07,19.44,32.84,67.25,0.13,3.828,1.148,2,0.319
2022,96,14.1,19.68,32.23,71.06,0.12,3.347,1.004,2,0.279
2022,97,14.5,18.13,33.96,66,0.16,3.47,1.041,2,0.289
2022,98,17.6,18.59,34,62.5,0.18,4.228,1.268,2,0.352
2022,99,14.78,18.35,30.03,71.81,0.17,3.432,1.03,2,0.286
2022,100,11.14,18.23,30.97,69.75,0.22,2.654,0.796,2,0.221
2022,101,8.61,18.38,27.55,78.75,0.13,1.97,0.591,2,0.164
2022,102,13.22,19.64,31.34,73.94,0.18,3.133,0.94,2,0.261
2022,103,7.83,19.9,32.13,73.06,0.14,1.896,0.569,2,0.158
2022,104,14.38,21.6,29.3,76.25,0.14,3.386,1.016,2,0.282
2022,105,18.34,21.01,31.7,70.56,0.18,4.378,1.313,2,0.365
2022,106,18.28,21.36,30.69,71.81,0.15,4.333,1.3,2,0.361
2022,107,20.19,21.65,32.31,74,0.12,4.82,1.446,2,0.402
2022,108,18.77,20.47,31.45,73.81,0.15,4.432,1.33,2,0.369
2022,109,18.67,19.73,30.94,72.06,0.19,4.386,1.316,2,0.366
2022,110,12.31,20.21,26.76,85.94,0.08,2.793,0.838,2,0.233
2022,111,23.51,18.19,30.7,75.25,0.18,5.402,1.621,2,0.45
2022,112,12.61,19.08,31.35,74.81,0.09,2.952,0.886,2,0.246
2022,113,15.78,20.33,31.81,73.31,0.1,3.733,1.12,2,0.311
2022,114,21.72,20.5,33.01,71.5,0.11,5.167,1.55,2,0.431
2022,115,23.84,20.7,33.37,68.81,0.12,5.695,1.709,2,0.475
2022,116,23.4,20.26,33.09,69.12,0.17,5.575,1.672,2,0.464
2022,117,22.46,20.3,32.69,72.38,0.15,5.326,1.598,2,0.444
2022,118,19.91,21.78,32.99,67.69,0.2,4.828,1.448,2,0.402
2022,119,21.09,20.72,35.01,61.88,0.23,5.172,1.552,2,0.431
2022,120,10.48,21.58,30.43,73.94,0.15,2.518,0.755,2,0.21
2022,121,13.5,20.02,26.99,78.38,0.15,3.09,0.927,2,0.258
2022,122,8.99,19.9,28.61,76.69,0.2,2.125,0.638,2,0.177
2022,123,14.6,18.82,31.27,73.31,0.12,3.413,1.024,2,0.284
2022,124,16.25,18.69,25.87,85.31,0.09,3.611,1.083,2,0.301
2022,125,23.3,18.17,32.25,67.31,0.23,5.458,1.637,2,0.455
2022,126,23.8,19.69,33.77,64.94,0.23,5.707,1.712,2,0.476
2022,127,19.61,21.8,33.75,63.25,0.23,4.818,1.445,2,0.401
2022,128,23.86,22.7,35.37,60.31,0.2,5.913,1.774,2,0.493
2022,129,18.53,21.83,33.77,65.81,0.15,4.514,1.354,2,0.376
2022,130,9.72,20.43,31.87,74.25,0.08,2.314,0.694,2,0.193
2022,131,9.86,21.82,30.86,82.19,0.05,2.333,0.7,2,0.194
2022,132,9.26,21.42,31.36,83.5,0.05,2.191,0.657,2,0.183
2022,133,4.77,22.71,31.19,82.31,0.07,1.154,0.346,2,0.096
2022,134,6.14,22.84,31.97,79.38,0.09,1.498,0.449,2,0.125
2022,135,4.9,22.94,32.02,80.31,0.09,1.203,0.361,2,0.1
2022,136,3.99,22.44,31.52,80.88,0.07,0.973,0.292,2,0.081
2022,137,5.07,20.23,26.24,83.62,0.06,1.16,0.348,2,0.097
2022,138,11.08,19.81,28.67,79.44,0.07,2.553,0.766,2,0.213
2022,139,16.59,21.15,30.06,80.06,0.05,3.877,1.163,2,0.323
2022,140,15.03,20.9,31.29,79.56,0.09,3.543,1.063,2,0.295
2022,141,12.74,20.79,31.88,77.38,0.09,3.023,0.907,2,0.252
2022,142,16.34,20.47,30.85,76.62,0.16,3.845,1.154,2,0.321
2022,143,16.81,21.87,30.34,76.81,0.12,3.973,1.192,2,0.331
2022,144,17.68,21.6,33.23,74.69,0.17,4.26,1.278,2,0.355
2022,145,9.95,22.46,29.57,85,0.05,2.342,0.703,2,0.195
2022,146,15.65,21.53,31.08,78.31,0.04,3.693,1.108,2,0.308
2022,147,21.12,20.8,32.39,74.19,0.04,4.999,1.5,2,0.417
2022,148,20.1,21.35,31.15,75.38,0.09,4.745,1.424,2,0.396
2022,149,21.71,20.94,33.46,72.75,0.15,5.198,1.559,2,0.433
2022,150,17.95,22.8,33.68,73.31,0.12,4.363,1.309,2,0.364
2022,151,18.63,22.81,37.64,72.81,0.14,4.63,1.389,3,0.386
2022,152,12.87,23.49,31.48,79.69,0.1,3.1,0.93,3,0.258
2022,153,14.03,22.94,29.49,86.5,0.02,3.301,0.99,3,0.275
2022,154,9.76,21.9,32.24,80.56,0.02,2.326,0.698,3,0.194
2022,155,12.21,22.1,32,77.31,0.03,2.912,0.874,3,0.243
2022,156,9.49,21.28,31.59,79,0.02,2.244,0.673,3,0.187
2022,157,9.17,21.05,33.07,76.31,0.04,2.194,0.658,3,0.183
2022,158,18.94,22.19,33.82,75.12,0.07,4.57,1.371,3,0.381
2022,159,17.83,23.48,28.44,85,0.06,4.181,1.254,3,0.348
2022,160,11.29,22.87,32.53,79.25,0.02,2.711,0.813,3,0.226
2022,161,10.17,22.02,28.38,87.81,0.02,2.362,0.709,3,0.197
2022,162,15.69,21.16,32.2,77.81,0.02,3.717,1.115,3,0.31
2022,163,9.3,21.74,32.42,79.19,0.02,2.218,0.665,3,0.185
2022,164,6.94,22.05,32.52,81.75,0.02,1.66,0.498,3,0.138
2022,165,7.53,22.72,31.11,84.06,0.02,1.792,0.538,3,0.149
2022,166,2.29,21.73,29.14,86,0.02,0.539,0.162,3,0.045
2022,167,4.39,21.32,29,86.31,0.02,1.023,0.307,3,0.085
2022,168,3.8,21.08,28.45,87.69,0.02,0.881,0.264,3,0.073
2022,169,7.32,20.72,27.33,90.38,0.02,1.673,0.502,3,0.139
2022,170,10.56,20,28.42,86.56,0.02,2.419,0.726,3,0.202
2022,171,14.47,21.24,30.66,82.88,0.03,3.395,1.018,3,0.283
2022,172,20.18,22.37,31.93,81.75,0.05,4.805,1.441,3,0.4
2022,173,16.95,22.84,32.48,82.06,0.08,4.066,1.22,3,0.339
2022,174,13.03,22.77,31.94,82.25,0.02,3.113,0.934,3,0.259
2022,175,17.29,22.37,31.55,82.12,0.01,4.107,1.232,3,0.342
2022,176,17.9,21.63,32.33,81.5,0.02,4.253,1.276,3,0.354
2022,177,18.29,22.84,31.33,83.12,0.02,4.351,1.305,3,0.362
2022,178,16.31,22.39,31.16,83.25,0.01,3.865,1.16,3,0.322
2022,179,7.88,22.49,27.73,90.25,0.02,1.828,0.548,3,0.152
2022,180,14.87,22.23,29.18,87.94,0.02,3.475,1.042,3,0.289
2022,181,15.15,22.04,31.46,82.75,0.03,3.591,1.077,3,0.299
2022,182,18.56,22.31,32.41,80.94,0.04,4.432,1.33,3,0.369
2022,183,20.07,23.14,32.89,80.06,0.05,4.832,1.45,3,0.403
2022,184,15.87,23.42,29.65,88,0.02,3.748,1.124,3,0.312
2022,185,19.43,23.33,29.07,87.75,0.11,4.559,1.368,3,0.38
2022,186,23.11,23.4,30.78,84.81,0.14,5.483,1.645,3,0.457
2022,187,19.84,24.15,30.7,85.75,0.06,4.736,1.421,3,0.395
2022,188,22.42,23.42,32.88,82.56,0.02,5.402,1.621,3,0.45
2022,189,15.68,23.63,32.5,80.81,0.05,3.782,1.135,3,0.315
2022,190,19.77,23.89,33.76,79.56,0.07,4.808,1.442,3,0.401
2022,191,19.66,23.79,33.39,82.31,0.07,4.764,1.429,3,0.397
2022,192,22.95,23.83,34.09,72.69,0.13,5.612,1.684,3,0.468
2022,193,21.71,24,34.52,73.62,0.12,5.326,1.598,3,0.444
2022,194,22.69,25.71,35.93,69.81,0.09,5.664,1.699,3,0.472
2022,195,25.71,25.29,38.37,68.06,0.11,6.484,1.945,3,0.54
2022,196,23.57,27.08,37.98,64.94,0.17,6.038,1.811,3,0.503
2022,197,21.19,25.42,36.68,73.56,0.06,5.288,1.586,3,0.441
2022,198,20.19,24.42,31.66,86.81,0,4.859,1.458,3,0.405
2022,199,17.36,23.5,31.55,81.62,0,4.152,1.246,3,0.346
2022,200,12.89,23.08,31.83,77.75,0,3.08,0.924,3,0.257
2022,201,17.59,22.8,33.19,79.94,0.01,4.232,1.27,3,0.353
2022,202,18.82,23.4,31.05,84.94,0.05,4.483,1.345,3,0.374
2022,203,15.88,24.02,29.95,86.19,0.08,3.774,1.132,3,0.314
2022,204,20.82,23.75,31.57,84.56,0.1,4.983,1.495,3,0.415
2022,205,12.9,23.6,29.49,88.25,0.08,3.049,0.915,3,0.254
2022,206,9.41,22.78,26.23,93.44,0.06,2.161,0.648,3,0.18
2022,207,13.89,22.08,30.6,83.44,0.08,3.28,0.984,3,0.273
2022,208,17.33,22.06,30.9,84.88,0.05,4.09,1.227,3,0.341
2022,209,16.39,23.12,30.12,82.94,0.06,3.881,1.164,3,0.323
2022,210,20.56,23.54,30.72,84.44,0.07,4.891,1.467,3,0.408
2022,211,15.78,23.01,32.03,84.19,0.02,3.775,1.132,3,0.314
2022,212,10.6,22.98,29.54,89.5,0,2.495,0.748,3,0.208
2022,213,14.05,22.43,32.66,82.5,0,3.361,1.008,3,0.28
2022,214,18.76,22.5,32.02,79.88,0.05,4.477,1.343,3,0.373
2022,215,14.83,23.44,31.87,80.62,0.12,3.572,1.072,3,0.298
2022,216,22.68,23.43,32.52,81.44,0.07,5.453,1.636,3,0.454
2022,217,17.58,23.98,28.61,87.44,0.11,4.135,1.24,3,0.344
2022,218,17.44,23.41,32.47,79.5,0.15,4.213,1.264,3,0.351
2022,219,22.89,24.55,34.42,75.94,0.16,5.625,1.688,3,0.469
2022,220,17.43,24.44,34.57,76.56,0.1,4.289,1.287,3,0.357
2022,221,18.7,23.73,35.18,71.75,0.08,4.6,1.38,3,0.383
2022,222,10.79,24.94,32.35,80.75,0.14,2.652,0.796,3,0.221
2022,223,25.99,23.81,35.96,73.12,0.1,6.402,1.921,3,0.534
2022,224,18.2,24.23,30.74,85.06,0.04,4.351,1.305,3,0.362
2022,225,12.05,23.83,30.34,83.19,0.11,2.885,0.865,3,0.24
2022,226,22.03,23.72,34.37,76.44,0.02,5.366,1.61,3,0.447
2022,227,23.12,22.44,33.72,76.81,0.01,5.567,1.67,3,0.464
2022,228,21.33,22.72,32.94,77.06,0.08,5.129,1.539,3,0.427
2022,229,21.88,23.55,34.58,76.44,0.11,5.343,1.603,3,0.445
2022,230,11.9,24.36,35,77,0.07,2.94,0.882,3,0.245
2022,231,22.83,23.86,34.98,74,0.07,5.595,1.678,3,0.466
2022,232,22.76,23.89,34.59,75,0.07,5.565,1.67,3,0.464
2022,233,16.18,23.99,33.73,79.06,0.01,3.933,1.18,3,0.328
2022,234,14.89,23.53,33.32,75.81,0.06,3.617,1.085,3,0.301
2022,235,17.96,24.47,31.99,79,0.12,4.352,1.306,3,0.363
2022,236,23.3,23.62,36.67,73,0.11,5.763,1.729,3,0.48
2022,237,19.81,24.24,32.59,80.81,0.05,4.792,1.438,3,0.399
2022,238,16,24.6,31.52,80.25,0.11,3.871,1.161,3,0.323
2022,239,6.18,22.85,31.12,83.19,0.05,1.481,0.444,3,0.123
2022,240,9.7,22.23,31.54,79.62,0.05,2.315,0.694,3,0.193
2022,241,17.8,22.24,32.79,79.31,0.08,4.265,1.279,3,0.355
2022,242,17.95,23.01,32.42,83.56,0.01,4.303,1.291,3,0.359
2022,243,19.21,22.45,32.63,79.19,0.06,4.601,1.38,3,0.383
2022,244,17.22,22.62,31.05,83.62,0.08,4.086,1.226,3,0.341
2022,245,17.33,22.65,32.47,81.25,0.06,4.151,1.245,3,0.346
2022,246,11.83,22.23,32.39,82.31,0,2.822,0.847,3,0.235
2022,247,13.37,23.46,31.12,84.31,0.01,3.189,0.957,3,0.266
2022,248,14.3,22.88,31.73,83.38,0.02,3.413,1.024,3,0.284
2022,249,13.27,22.91,31.18,83.62,0.07,3.163,0.949,3,0.264
2022,250,17.4,23.12,31.98,85.12,0.06,4.162,1.249,3,0.347
2022,251,20.26,23.66,32.26,81.81,0.06,4.873,1.462,3,0.406
2022,252,18.96,22.44,32.55,78.5,0.05,4.539,1.362,3,0.378
2022,253,19.87,22.8,30.76,77.94,0.12,4.724,1.417,3,0.394
2022,254,19.53,23.16,29.97,84.06,0.09,4.614,1.384,3,0.384
2022,255,16.13,21.15,28.3,90.19,0.02,3.717,1.115,3,0.31
2022,256,14.16,21.04,32.26,80.75,0.04,3.355,1.006,3,0.279
2022,257,17.37,21.7,30.57,83.19,0.02,4.083,1.225,3,0.34
2022,258,14.46,21.96,30.1,87.19,0.01,3.394,1.018,3,0.283
2022,259,14.92,22.12,31.65,84.69,0.01,3.541,1.062,3,0.295
2022,260,17.9,22.36,31.8,81.12,0.06,4.262,1.279,3,0.355
2022,261,13.54,23.26,33.38,77.25,0.14,3.307,0.992,3,0.276
2022,262,19.51,24.04,33.91,76.81,0.11,4.767,1.43,3,0.397
2022,263,18.65,23.4,32.75,82.38,0.05,4.492,1.348,3,0.374
2022,264,16.08,23.06,31.96,81.81,0.06,3.851,1.155,3,0.321
2022,265,16.06,22.46,32.69,76.19,0.12,3.871,1.161,3,0.323
2022,266,17.05,23.4,28.85,82.44,0.19,4.022,1.207,3,0.335
2022,267,17.1,22.8,28.57,88,0.16,3.984,1.195,3,0.332
2022,268,10.14,22.82,29.71,83,0.19,2.424,0.727,3,0.202
2022,269,16.5,22.19,31.37,79.75,0.2,3.936,1.181,3,0.328
2022,270,16.21,22.7,29.58,82.56,0.2,3.826,1.148,3,0.319
2022,271,15.67,22.75,31.16,82.12,0.09,3.73,1.119,3,0.311
2022,272,17.76,21.97,33.16,74.94,0.2,4.293,1.288,3,0.358
2022,273,17.76,22.83,33.62,73.31,0.16,4.329,1.299,3,0.361
2022,274,18.53,23.6,33.8,73.06,0.16,4.541,1.362,3,0.378
2022,275,9.17,23.46,33.05,75.44,0.16,2.277,0.683,3,0.19
2022,276,9.48,23.62,31.94,82.75,0.09,2.294,0.688,3,0.191
2022,277,16.79,22.23,30.94,86.88,0.02,3.968,1.19,3,0.331
2022,278,13.93,22.37,30.23,86.56,0.08,3.282,0.985,3,0.274
2022,279,17.18,21.8,29.81,84.31,0.05,4.02,1.206,3,0.335
2022,280,19.86,20.5,30.59,83,0.09,4.627,1.388,3,0.386
2022,281,17.56,20.58,30.73,82.5,0.1,4.102,1.231,3,0.342
2022,282,13.45,20.94,29.02,88.25,0.03,3.112,0.934,3,0.259
2022,283,16.63,21.54,30.01,85.94,0.03,3.889,1.167,3,0.324
2022,284,5.5,20.98,29.2,88.69,0,1.275,0.382,3,0.106
2022,285,13.33,20.68,26.69,89.56,0.05,3.026,0.908,3,0.252
2022,286,15.52,20.08,29.87,81.25,0.15,3.603,1.081,3,0.3
2022,287,16.12,20.44,25.9,86.19,0.16,3.63,1.089,3,0.302
2022,288,18.3,20.06,29.98,79.88,0.23,4.249,1.275,3,0.354
2022,289,19.06,18.68,30.59,77.81,0.27,4.403,1.321,3,0.367
2022,290,16.97,20.01,30.37,75.62,0.19,3.974,1.192,3,0.331
2022,291,14.41,20.2,30.46,77.94,0.2,3.387,1.016,3,0.282
2022,292,17.3,19.42,28.34,79.56,0.2,3.957,1.187,3,0.33
2022,293,18.88,18.52,28.91,80.44,0.19,4.291,1.287,3,0.357
2022,294,19.59,18.46,28.98,78.81,0.2,4.458,1.337,3,0.371
2022,295,18.11,18.44,29.67,71.62,0.25,4.194,1.258,3,0.349
2022,296,11.08,18.96,29.26,81.5,0.17,2.557,0.767,3,0.213
2022,297,4.77,17.86,22.77,95,0.05,1.027,0.308,3,0.086
2022,298,9.39,17.55,25.86,92.38,0.05,2.066,0.62,3,0.172
2022,299,13.2,18.03,25.79,85.12,0.13,2.922,0.877,3,0.244
2022,300,16.79,16.49,26.33,82.5,0.24,3.675,1.102,3,0.306
2022,301,17.94,15.33,26.36,80.88,0.27,3.886,1.166,3,0.324
2022,302,18.71,16.35,31.51,73.31,0.31,4.296,1.289,3,0.358
2022,303,19.17,16.17,27.65,74.88,0.28,4.261,1.278,3,0.355
2022,304,19.57,16.05,27.58,77.38,0.28,4.323,1.297,3,0.36
